path,line,encoding,original_comment,english_comment
kbe/src/server/baseapp/baseapp.cpp,1392,gb18030,"// 不需要通知脚本
",
kbe/src/server/baseapp/baseapp.cpp,1596,gb18030,"// 如果为0说明没有可用的，那么就用自己来创建好了
",
kbe/src/server/baseapp/baseapp.cpp,1688,gb18030,"// 如果createEntityFromDBID类接口返回实体已经检出且在当前进程上，但是当前进程上无法找到实体时应该给出错误
",
kbe/src/server/baseapp/baseapp.cpp,1689,gb18030,"// 这种情况通常是异步的环境中从db查询到已经检出，但等回调时可能实体已经销毁了而造成的
",
kbe/src/server/baseapp/baseapp.cpp,1767,gb18030,"// 通知baseappmgr在其他baseapp上创建entity
",
kbe/src/server/baseapp/baseapp.cpp,1838,gb18030,"// 不需要通知脚本
",
kbe/src/server/baseapp/baseapp.cpp,1845,gb18030,"// 是否本地组件就是发起源， 如果是直接在本地调用回调
",
kbe/src/server/baseapp/baseapp.cpp,1852,gb18030,"// 通知baseapp, 创建好了
",
kbe/src/server/baseapp/baseapp.cpp,2171,gb18030,"// 如果createEntityFromDBID类接口返回实体已经检出且在当前进程上，但是当前进程上无法找到实体时应该给出错误
",
kbe/src/server/baseapp/baseapp.cpp,2172,gb18030,"// 这种情况通常是异步的环境中从db查询到已经检出，但等回调时可能实体已经销毁了而造成的
",
kbe/src/server/baseapp/baseapp.cpp,2250,gb18030,"// 通知baseappmgr在其他baseapp上创建entity
",
kbe/src/server/baseapp/baseapp.cpp,2321,gb18030,"// 不需要通知脚本
",
kbe/src/server/baseapp/baseapp.cpp,2328,gb18030,"// 是否本地组件就是发起源， 如果是直接在本地调用回调
",
kbe/src/server/baseapp/baseapp.cpp,2335,gb18030,"// 通知baseapp, 创建好了
",
kbe/src/server/baseapp/baseapp.cpp,2434,gb18030,"// 如果cellappIndex为0，则代表不强制指定cellapp
",
kbe/src/server/baseapp/baseapp.cpp,2435,gb18030,"// 非0的情况下，选择的cellapp可以用1,2,3,4来代替
",
kbe/src/server/baseapp/baseapp.cpp,2436,gb18030,"// 假如预期有4个cellapp， 假如不够4个， 只有3个， 那么4代表1
",
kbe/src/server/baseapp/baseapp.cpp,2636,gb18030,"// 如果不是在发起创建entity的baseapp上创建则需要转发回调到发起方
",
kbe/src/server/baseapp/baseapp.cpp,2659,gb18030,"// 需要baseappmgr转发给目的baseapp
",
kbe/src/server/baseapp/baseapp.cpp,2699,gb18030,"// 没有设定回调
",
kbe/src/server/baseapp/baseapp.cpp,2721,gb18030,"// 如果entity属于另一个baseapp创建则设置它的entityCall
",
kbe/src/server/baseapp/baseapp.cpp,2799,gb18030,"// 创建到这个组件上
",
kbe/src/server/baseapp/baseapp.cpp,2870,gb18030,"// 如果不是在发起创建entity的baseapp上创建则需要转发回调到发起方
",
kbe/src/server/baseapp/baseapp.cpp,2893,gb18030,"// 需要baseappmgr转发给目的baseapp
",
kbe/src/server/baseapp/baseapp.cpp,2933,gb18030,"// 没有设定回调
",
kbe/src/server/baseapp/baseapp.cpp,2955,gb18030,"// 如果entity属于另一个baseapp创建则设置它的entityCall
",
kbe/src/server/baseapp/baseapp.cpp,3039,gb18030,"// 在这个entityCall所在的cellspace上创建
",
kbe/src/server/baseapp/baseapp.cpp,3087,gb18030,"// 可能客户端在期间掉线了
",
kbe/src/server/baseapp/baseapp.cpp,3108,gb18030,"// 可能客户端在期间掉线了
",
kbe/src/server/baseapp/baseapp.cpp,3123,gb18030,"// 如果是有客户端的entity则需要告知客户端， 自身entity已经进入世界了。
",
kbe/src/server/baseapp/baseapp.cpp,3146,gb18030,"// 将通道代理的关系与该entity绑定， 在后面通信中可提供身份合法性识别
",
kbe/src/server/baseapp/baseapp.cpp,3151,gb18030,"// 重新生成一个ID
",
kbe/src/server/baseapp/baseapp.cpp,3155,gb18030,"// 一些数据必须在实体创建后立即访问
",
kbe/src/server/baseapp/baseapp.cpp,3158,gb18030,"// 让客户端知道已经创建了proxices, 并初始化一部分属性
",
kbe/src/server/baseapp/baseapp.cpp,3167,gb18030,"// 本应该由客户端告知已经创建好entity后调用这个接口。
",
kbe/src/server/baseapp/baseapp.cpp,3592,gb18030,"// 再次同步自己的新信息(startGlobalOrder, startGroupOrder等)到machine
",
kbe/src/server/baseapp/baseapp.cpp,3595,gb18030,"// 这里需要更新一下python的环境变量
",
kbe/src/server/baseapp/baseapp.cpp,3648,gb18030,"// 通知脚本
",
kbe/src/server/baseapp/baseapp.cpp,3667,gb18030,"// 通知脚本
",
kbe/src/server/baseapp/baseapp.cpp,3848,gb18030,"// 如果entityID大于0则说明此entity是存活状态登录
",
kbe/src/server/baseapp/baseapp.cpp,3863,gb18030,"// 防止在onLogOnAttempt中销毁了
",
kbe/src/server/baseapp/baseapp.cpp,3866,gb18030,"// 通知脚本异常登录请求有脚本决定是否允许这个通道强制登录
",
kbe/src/server/baseapp/baseapp.cpp,3883,gb18030,"// 通告在别处登录
",
kbe/src/server/baseapp/baseapp.cpp,3906,gb18030,"// 创建entity的客户端entityCall
",
kbe/src/server/baseapp/baseapp.cpp,3915,gb18030,"// 将通道代理的关系与该entity绑定， 在后面通信中可提供身份合法性识别
",
kbe/src/server/baseapp/baseapp.cpp,3945,gb18030,"// 记录客户端地址
",
kbe/src/server/baseapp/baseapp.cpp,4011,gb18030,"// 不再调用onClientDeath，可能脚本会在此时立即销毁了实体导致后面无法继续流程
",
kbe/src/server/baseapp/baseapp.cpp,4020,gb18030,"// 创建entity的客户端entityCall
",
kbe/src/server/baseapp/baseapp.cpp,4027,gb18030,"// 将通道代理的关系与该entity绑定， 在后面通信中可提供身份合法性识别
",
kbe/src/server/baseapp/baseapp.cpp,4032,gb18030,"// 客户端重连也需要将完整的数据重发给客户端， 相当于登录之后获得的数据。
",
kbe/src/server/baseapp/baseapp.cpp,4033,gb18030,"// 因为断线期间不能确保包括场景等数据已发生变化
",
kbe/src/server/baseapp/baseapp.cpp,4034,gb18030,"// 客户端需要重建所有数据
",
kbe/src/server/baseapp/baseapp.cpp,4155,gb18030,"// 创建entity的客户端entityCall
",
kbe/src/server/baseapp/baseapp.cpp,4450,gb18030,"// 在本地区尝试查找该收件人信息， 看收件人是否属于本区域
",
kbe/src/server/baseapp/baseapp.cpp,4461,gb18030,"// 本组件是baseapp，那么确认邮件的目的地是这里， 那么执行最终操作
",
kbe/src/server/baseapp/baseapp.cpp,4807,gb18030,"// 此消息不允许加密，所以设定已加密忽略再次加密，当第一次send消息不是立即发生而是交由epoll通知时会出现这种情况（一般用于测试，正规环境不会出现）
",
kbe/src/server/baseapp/baseapp.cpp,4808,gb18030,"// web协议必须要加密，所以不能设置为true
",
kbe/src/server/baseapp/baseapp.cpp,4818,gb18030,"// 替换为一个加密的过滤器
",
kbe/src/server/baseapp/baseapp.h,60,gb18030,"/** 
		相关处理接口 
	*/",
kbe/src/server/baseapp/baseapp.h,69,gb18030,"/** 
		初始化相关接口 
	*/",
kbe/src/server/baseapp/baseapp.h,90,gb18030,"/**
		一个cellapp死亡
	*/",
kbe/src/server/baseapp/baseapp.h,95,gb18030,"/** 网络接口
		dbmgr告知已经启动的其他baseapp或者cellapp的地址
		当前app需要主动的去与他们建立连接
	*/",
kbe/src/server/baseapp/baseapp.h,105,gb18030,"/** 网络接口
		某个client向本app告知处于活动状态。
	*/",
kbe/src/server/baseapp/baseapp.h,110,gb18030,"/** 网络接口
		数据库中查询的自动entity加载信息返回
	*/",
kbe/src/server/baseapp/baseapp.h,115,gb18030,"/** 网络接口
		请求设置flags
	*/",
kbe/src/server/baseapp/baseapp.h,120,gb18030,"/** 
		创建了一个entity回调
	*/",
kbe/src/server/baseapp/baseapp.h,125,gb18030,"/** 
		创建一个entity 
	*/",
kbe/src/server/baseapp/baseapp.h,135,gb18030,"/**
		创建一个新的space 
	*/",
kbe/src/server/baseapp/baseapp.h,140,gb18030,"/**
		恢复一个space 
	*/",
kbe/src/server/baseapp/baseapp.h,145,gb18030,"/** 
		在一个负载较低的baseapp上创建一个baseEntity 
	*/",
kbe/src/server/baseapp/baseapp.h,150,gb18030,"/** 收到baseappmgr决定将某个baseapp要求createEntityAnywhere的请求在本baseapp上执行 
		@param entityType	: entity的类别， entities.xml中的定义的。
		@param strInitData	: 这个entity被创建后应该给他初始化的一些数据， 需要使用pickle.loads解包.
		@param componentID	: 请求创建entity的baseapp的组件ID
	*/",
kbe/src/server/baseapp/baseapp.h,157,gb18030,"/**
	baseapp 的createEntityAnywhere的回调
	*/",
kbe/src/server/baseapp/baseapp.h,164,gb18030,"/**
	在一个负载较低的baseapp上创建一个baseEntity
	*/",
kbe/src/server/baseapp/baseapp.h,169,gb18030,"/** 收到baseappmgr决定将某个baseapp要求createEntityAnywhere的请求在本baseapp上执行
	@param entityType	: entity的类别， entities.xml中的定义的。
	@param strInitData	: 这个entity被创建后应该给他初始化的一些数据， 需要使用pickle.loads解包.
	@param componentID	: 请求创建entity的baseapp的组件ID
	*/",
kbe/src/server/baseapp/baseapp.h,176,gb18030,"/**
	baseapp 的createEntityAnywhere的回调
	*/",
kbe/src/server/baseapp/baseapp.h,183,gb18030,"/** 
		从db获取信息创建一个entity
	*/",
kbe/src/server/baseapp/baseapp.h,188,gb18030,"/** 网络接口
		createEntityFromDBID的回调。
	*/",
kbe/src/server/baseapp/baseapp.h,193,gb18030,"/** 
		从db获取信息创建一个entity
	*/",
kbe/src/server/baseapp/baseapp.h,198,gb18030,"/** 网络接口
		createEntityAnywhereFromDBID的回调。
	*/",
kbe/src/server/baseapp/baseapp.h,201,gb18030,// 从baseappmgr查询用于创建实体的组件id回调,
kbe/src/server/baseapp/baseapp.h,204,gb18030,"/** 网络接口
		createEntityAnywhereFromDBID的回调。
	*/",
kbe/src/server/baseapp/baseapp.h,207,gb18030,// 从数据库来的回调,
kbe/src/server/baseapp/baseapp.h,210,gb18030,// 请求在这个进程上创建这个entity,
kbe/src/server/baseapp/baseapp.h,213,gb18030,// 创建完毕后的回调,
kbe/src/server/baseapp/baseapp.h,217,gb18030,"/**
	从db获取信息创建一个entity
	*/",
kbe/src/server/baseapp/baseapp.h,223,gb18030,"/** 网络接口
	createEntityRemotelyFromDBID的回调。
	*/",
kbe/src/server/baseapp/baseapp.h,226,gb18030,// 从数据库来的回调,
kbe/src/server/baseapp/baseapp.h,229,gb18030,// 请求在这个进程上创建这个entity,
kbe/src/server/baseapp/baseapp.h,232,gb18030,// 创建完毕后的回调,
kbe/src/server/baseapp/baseapp.h,236,gb18030,"/** 
		为一个baseEntity在指定的cell上创建一个cellEntity 
	*/",
kbe/src/server/baseapp/baseapp.h,241,gb18030,"/** 网络接口
		createCellEntity失败的回调。
	*/",
kbe/src/server/baseapp/baseapp.h,246,gb18030,"/** 网络接口
		createCellEntity的cell实体创建成功回调。
	*/",
kbe/src/server/baseapp/baseapp.h,251,gb18030,"/** 
		通知客户端创建一个proxy对应的实体 
	*/",
kbe/src/server/baseapp/baseapp.h,256,gb18030,"/** 
		向dbmgr请求执行一个数据库命令
	*/",
kbe/src/server/baseapp/baseapp.h,263,gb18030,"/** 网络接口
		dbmgr发送初始信息
		startID: 初始分配ENTITY_ID 段起始位置
		endID: 初始分配ENTITY_ID 段结束位置
		startGlobalOrder: 全局启动顺序 包括各种不同组件
		startGroupOrder: 组内启动顺序， 比如在所有baseapp中第几个启动。
		machineGroupOrder: 在machine中真实的组顺序, 提供底层在某些时候判断是否为第一个baseapp时使用
	*/",
kbe/src/server/baseapp/baseapp.h,275,gb18030,"/** 网络接口
		dbmgr广播global数据的改变
	*/",
kbe/src/server/baseapp/baseapp.h,280,gb18030,"/** 网络接口
		注册将要登录的账号, 注册后则允许登录到此网关
	*/",
kbe/src/server/baseapp/baseapp.h,285,gb18030,"/** 网络接口
		新用户请求登录到网关上
	*/",
kbe/src/server/baseapp/baseapp.h,290,gb18030,"/** 网络接口
		到网关上登出，仅仅断开连接并触发实体的onClientDead，实体销毁由用户决定
	*/",
kbe/src/server/baseapp/baseapp.h,295,gb18030,"/**
		踢出一个Channel
	*/",
kbe/src/server/baseapp/baseapp.h,300,gb18030,"/** 网络接口
		重新登录 快速与网关建立交互关系(前提是之前已经登录了， 
		之后断开在服务器判定该前端的Entity未超时销毁的前提下可以快速与服务器建立连接并达到操控该entity的目的)
	*/",
kbe/src/server/baseapp/baseapp.h,307,gb18030,"/**
	   登录失败
	   @failedcode: 失败返回码 NETWORK_ERR_SRV_NO_READY:服务器没有准备好, 
									NETWORK_ERR_ILLEGAL_LOGIN:非法登录, 
									NETWORK_ERR_NAME_PASSWORD:用户名或者密码不正确
	*/",
kbe/src/server/baseapp/baseapp.h,316,gb18030,"/** 网络接口
		从dbmgr获取到账号Entity信息
	*/",
kbe/src/server/baseapp/baseapp.h,321,gb18030,"/**
		客户端自身进入世界了
	*/",
kbe/src/server/baseapp/baseapp.h,326,gb18030,"/** 网络接口
		entity收到远程call请求, 由某个app上的entityCall发起(只限与服务器内部使用， 客户端的entitycall调用方法走
		onRemoteCellMethodCallFromClient)
	*/",
kbe/src/server/baseapp/baseapp.h,332,gb18030,"/** 网络接口
		client访问entity的cell方法
	*/",
kbe/src/server/baseapp/baseapp.h,337,gb18030,"/** 网络接口
		client更新数据
	*/",
kbe/src/server/baseapp/baseapp.h,344,gb18030,"/** 网络接口
		cellapp备份entity的cell数据
	*/",
kbe/src/server/baseapp/baseapp.h,349,gb18030,"/** 网络接口
		cellapp writeToDB完成
	*/",
kbe/src/server/baseapp/baseapp.h,354,gb18030,"/** 网络接口
		cellapp转发entity消息给client
	*/",
kbe/src/server/baseapp/baseapp.h,359,gb18030,"/** 网络接口
		cellapp转发entity消息给某个baseEntity的cellEntity
	*/",
kbe/src/server/baseapp/baseapp.h,364,gb18030,"/**
		获取游戏时间
	*/",
kbe/src/server/baseapp/baseapp.h,369,gb18030,"/** 网络接口
		写entity到db回调
	*/",
kbe/src/server/baseapp/baseapp.h,375,gb18030,"/**
		增加proxices计数
	*/",
kbe/src/server/baseapp/baseapp.h,380,gb18030,"/**
		减少proxices计数
	*/",
kbe/src/server/baseapp/baseapp.h,385,gb18030,"/**
		获得proxices计数
	*/",
kbe/src/server/baseapp/baseapp.h,390,gb18030,"/**
		获得numClients计数
	*/",
kbe/src/server/baseapp/baseapp.h,395,gb18030,"/** 
		请求充值
	*/",
kbe/src/server/baseapp/baseapp.h,412,gb18030,// 引擎版本不匹配,
kbe/src/server/baseapp/baseapp.h,415,gb18030,// 引擎脚本层版本不匹配,
kbe/src/server/baseapp/baseapp.h,418,gb18030,"/** 网络接口
		请求在其他APP灾难恢复返回结果
	*/",
kbe/src/server/baseapp/baseapp.h,423,gb18030,"/**
		一个cell的entity都恢复完毕
	*/",
kbe/src/server/baseapp/baseapp.h,428,gb18030,"/** 网络接口
		某个baseapp上的space恢复了cell， 判断当前baseapp是否有相关entity需要恢复cell
	*/",
kbe/src/server/baseapp/baseapp.h,433,gb18030,"/** 网络接口
		某个app请求查看该app
	*/",
kbe/src/server/baseapp/baseapp.h,438,gb18030,"/** 网络接口
		客户端协议导出
	*/",
kbe/src/server/baseapp/baseapp.h,443,gb18030,"/** 网络接口
		客户端entitydef导出
	*/",
kbe/src/server/baseapp/baseapp.h,448,gb18030,"/**
		重新导入所有的脚本
	*/",
kbe/src/server/baseapp/baseapp.h,455,gb18030,"/**
		获取进程是否正在关闭中
	*/",
kbe/src/server/baseapp/baseapp.h,460,gb18030,"/**
		获取进程内部网络地址
	*/",
kbe/src/server/baseapp/baseapp.h,465,gb18030,"/**
		通过dbid从数据库中删除一个实体

		从数据库删除实体， 如果实体不在线则可以直接删除回调返回true， 如果在线则回调返回的是entity的entityCall， 其他任何原因都返回false.
	*/",
kbe/src/server/baseapp/baseapp.h,472,gb18030,"/** 网络接口
		通过dbid从数据库中删除一个实体的回调
	*/",
kbe/src/server/baseapp/baseapp.h,477,gb18030,"/**
		通过dbid查询一个实体是否从数据库检出

		如果实体在线回调返回baseentitycall，如果实体不在线则回调返回true，其他任何原因都返回false.
	*/",
kbe/src/server/baseapp/baseapp.h,484,gb18030,"/** 网络接口
		如果实体在线回调返回baseentitycall，如果实体不在线则回调返回true，其他任何原因都返回false.
	*/",
kbe/src/server/baseapp/baseapp.h,489,gb18030,"/** 网络接口
		请求绑定email
	*/",
kbe/src/server/baseapp/baseapp.h,494,gb18030,"/** 网络接口
		请求绑定email, dbmgr返回结果
	*/",
kbe/src/server/baseapp/baseapp.h,500,gb18030,"/** 网络接口
		请求绑定email, baseappmgr返回需要找到loginapp的地址
	*/",
kbe/src/server/baseapp/baseapp.h,506,gb18030,"/** 网络接口
		请求绑定email
	*/",
kbe/src/server/baseapp/baseapp.h,525,gb18030,// 记录登录到服务器但还未处理完毕的账号,
kbe/src/server/baseapp/baseapp.h,530,gb18030,// 备份存档相关,
kbe/src/server/baseapp/baseapp.h,544,gb18030,// APP的标志,
kbe/src/server/baseapp/baseapp.h,547,gb18030,// 用于客户端动态导入entitydef协议,
kbe/src/server/baseapp/baseapp_interface.h,30,gb18030,"/**
	BASEAPP所有消息接口在此定义
*/",
kbe/src/server/baseapp/baseapp_interface.h,34,gb18030,// 客户端请求导入协议。,
kbe/src/server/baseapp/baseapp_interface.h,38,gb18030,// 客户端entitydef导出。,
kbe/src/server/baseapp/baseapp_interface.h,42,gb18030,// 某app主动请求断线。,
kbe/src/server/baseapp/baseapp_interface.h,45,gb18030,// 某app主动请求look。,
kbe/src/server/baseapp/baseapp_interface.h,48,gb18030,// 某个app请求查看该app负载状态。,
kbe/src/server/baseapp/baseapp_interface.h,51,gb18030,// console远程执行python语句。,
kbe/src/server/baseapp/baseapp_interface.h,54,gb18030,// 某app注册自己的接口地址到本app,
kbe/src/server/baseapp/baseapp_interface.h,68,gb18030,// dbmgr告知已经启动的其他baseapp或者cellapp的地址,
kbe/src/server/baseapp/baseapp_interface.h,69,gb18030,// 当前app需要主动的去与他们建立连接,
kbe/src/server/baseapp/baseapp_interface.h,83,gb18030,// 某app请求获取一个entityID段的回调,
kbe/src/server/baseapp/baseapp_interface.h,89,gb18030,// 某app请求获取一个entityID段的回调,
kbe/src/server/baseapp/baseapp_interface.h,98,gb18030,// hello握手。,
kbe/src/server/baseapp/baseapp_interface.h,102,gb18030,// global数据改变,
kbe/src/server/baseapp/baseapp_interface.h,106,gb18030,// 某个app向本app告知处于活动状态。,
kbe/src/server/baseapp/baseapp_interface.h,111,gb18030,// 某个app向本app告知处于活动状态。,
kbe/src/server/baseapp/baseapp_interface.h,115,gb18030,// 收到baseappmgr决定将某个baseapp要求createEntityAnywhere的请求在本baseapp上执行 ,
kbe/src/server/baseapp/baseapp_interface.h,118,gb18030,// createEntityAnywhere成功之后回调消息到发起层createEntityAnywhere的baseapp的entity。,
kbe/src/server/baseapp/baseapp_interface.h,121,gb18030,// createEntityRemotely成功之后回调消息到发起层createEntityRemotely的baseapp的entity。,
kbe/src/server/baseapp/baseapp_interface.h,124,gb18030,// createEntityRemotely成功之后回调消息到发起层createEntityRemotely的baseapp的entity。,
kbe/src/server/baseapp/baseapp_interface.h,127,gb18030,// createCellEntity的cell实体创建成功回调。,
kbe/src/server/baseapp/baseapp_interface.h,133,gb18030,// createCellEntity的cell实体创建成功回调。,
kbe/src/server/baseapp/baseapp_interface.h,137,gb18030,"// loginapp向自己注册一个将要登录的账号, 由baseappmgr转发。",
kbe/src/server/baseapp/baseapp_interface.h,140,gb18030,// 数据库中查询的自动entity加载信息返回 ,
kbe/src/server/baseapp/baseapp_interface.h,143,gb18030,// 前端请求登录到网关上。,
kbe/src/server/baseapp/baseapp_interface.h,149,gb18030,// 前端请求从网关登出。,
kbe/src/server/baseapp/baseapp_interface.h,155,gb18030,// 前端请求重新登录到网关上。,
kbe/src/server/baseapp/baseapp_interface.h,163,gb18030,// 从dbmgr获取到账号Entity信息,
kbe/src/server/baseapp/baseapp_interface.h,166,gb18030,"// entity收到远程call请求, 由某个app上的entitycall发起",
kbe/src/server/baseapp/baseapp_interface.h,169,gb18030,// client访问entity的cell方法,
kbe/src/server/baseapp/baseapp_interface.h,173,gb18030,// client更新数据,
kbe/src/server/baseapp/baseapp_interface.h,179,gb18030,// executeRawDatabaseCommand从dbmgr的回调,
kbe/src/server/baseapp/baseapp_interface.h,182,gb18030,// cellapp备份entity的cell数据,
kbe/src/server/baseapp/baseapp_interface.h,185,gb18030,// cellapp writeToDB完成,
kbe/src/server/baseapp/baseapp_interface.h,188,gb18030,// cellapp转发entity消息给client,
kbe/src/server/baseapp/baseapp_interface.h,191,gb18030,// cellapp转发entity消息给某个baseEntity的cellEntity,
kbe/src/server/baseapp/baseapp_interface.h,194,gb18030,// 请求关闭服务器,
kbe/src/server/baseapp/baseapp_interface.h,197,gb18030,// 请求设置flags,
kbe/src/server/baseapp/baseapp_interface.h,200,gb18030,// 写entity到db回调。,
kbe/src/server/baseapp/baseapp_interface.h,208,gb18030,// createEntityFromDBID的回调,
kbe/src/server/baseapp/baseapp_interface.h,211,gb18030,// createEntityAnywhereFromDBID的回调,
kbe/src/server/baseapp/baseapp_interface.h,214,gb18030,// createEntityAnywhereFromDBID的回调,
kbe/src/server/baseapp/baseapp_interface.h,217,gb18030,// createEntityAnywhereFromDBID的回调,
kbe/src/server/baseapp/baseapp_interface.h,220,gb18030,// createEntityAnywhereFromDBID的回调,
kbe/src/server/baseapp/baseapp_interface.h,228,gb18030,// createEntityRemotelyFromDBID的回调,
kbe/src/server/baseapp/baseapp_interface.h,231,gb18030,// createEntityRemotelyFromDBID的回调,
kbe/src/server/baseapp/baseapp_interface.h,234,gb18030,// createEntityRemotelyFromDBID的回调,
kbe/src/server/baseapp/baseapp_interface.h,242,gb18030,// 请求查询watcher数据,
kbe/src/server/baseapp/baseapp_interface.h,245,gb18030,// 充值回调,
kbe/src/server/baseapp/baseapp_interface.h,248,gb18030,// 开始profile,
kbe/src/server/baseapp/baseapp_interface.h,251,gb18030,// 请求从数据库删除实体,
kbe/src/server/baseapp/baseapp_interface.h,254,gb18030,// lookUpEntityByDBID的回调,
kbe/src/server/baseapp/baseapp_interface.h,257,gb18030,// 某个baseapp上的space恢复了cell， 判断当前baseapp是否有相关entity需要恢复cell,
kbe/src/server/baseapp/baseapp_interface.h,260,gb18030,// 请求在其他APP灾难恢复返回结果。,
kbe/src/server/baseapp/baseapp_interface.h,263,gb18030,// 请求绑定email,
kbe/src/server/baseapp/baseapp_interface.h,270,gb18030,// 请求绑定email申请的回调,
kbe/src/server/baseapp/baseapp_interface.h,278,gb18030,// baseapp请求绑定email（返回时需要找到loginapp的地址）,
kbe/src/server/baseapp/baseapp_interface.h,288,gb18030,// 请求修改密码,
kbe/src/server/baseapp/baseapp_interface.h,295,gb18030,// 请求修改密码的回调,
kbe/src/server/baseapp/baseapp_interface.h,301,gb18030,// 请求强制杀死当前app,
kbe/src/server/baseapp/baseapp_interface.h,305,gb18030,// 远程呼叫entity方法,
kbe/src/server/baseapp/baseapp_interface.h,309,gb18030,// cellapp通报该entity的cell部分销毁或者丢失,
kbe/src/server/baseapp/baseapp_interface.h,312,gb18030,// 客户端直接发送消息给cell实体,
kbe/src/server/baseapp/baseapp_interface.h,316,gb18030,// 某个entity请求teleport后的回调结果,
kbe/src/server/baseapp/baseapp_interface.h,321,gb18030,// 某个entity请求teleport后的回调结果,
kbe/src/server/baseapp/baseapp_interface.h,325,gb18030,// entity请求迁移到另一个cellapp上的space过程开始,
kbe/src/server/baseapp/baseapp_interface.h,330,gb18030,// entity请求迁移到另一个cellapp上的space过程结束,
kbe/src/server/baseapp/baseapp_interface.h,336,gb18030,"/**
		远程呼叫entity方法
	*/",
kbe/src/server/baseapp/baseapp_interface_macros.h,22,gb18030,"/**
	Baseapp消息宏，  参数为流， 需要自己解开
*/",
kbe/src/server/baseapp/baseapp_interface_macros.h,77,gb18030,"/**
	Baseapp消息宏，  只有零个参数的消息
*/",
kbe/src/server/baseapp/baseapp_interface_macros.h,118,gb18030,"/**
	Baseapp消息宏，  只有一个参数的消息
*/",
kbe/src/server/baseapp/baseapp_interface_macros.h,161,gb18030,"/**
	Baseapp消息宏，  只有二个参数的消息
*/",
kbe/src/server/baseapp/baseapp_interface_macros.h,213,gb18030,"/**
	Baseapp消息宏，  只有三个参数的消息
*/",
kbe/src/server/baseapp/baseapp_interface_macros.h,274,gb18030,"/**
	Baseapp消息宏，  只有四个参数的消息
*/",
